PROJ_NAME,TRACK GROUP,TRACK,DOMAIN,TASK,category,,
TERADATA CORPORATION,MESSAGING DOMAIN,Exchange,"Tools, Optibot, Python & Misc",legecy mailbox to user mailbox conversion,automatable,,
TERADATA CORPORATION,MESSAGING DOMAIN,Exchange,"Tools, Optibot, Python & Misc",user mailbox to shared mailbox coversion,automatable,,
TERADATA CORPORATION,MESSAGING DOMAIN,Exchange,"Tools, Optibot, Python & Misc",Manage (send as) permissions,automatable,,
TERADATA CORPORATION,MESSAGING DOMAIN,Exchange,"Tools, Optibot, Python & Misc",manage (full access) permissions,automatable,,
Cooper Tire and Rubber Company,TOOLS DOMAIN,SCCM,Powershell,Regular Windows Updates on the machine,automatable,,
Cooper Tire and Rubber Company,TOOLS DOMAIN,SCCM,Powershell,Status of the various services,automatable,,
Estee Lauder,WINTEL DOMAIN,Desktop Engineering,Powershell,Capturing Last Reboot Status for all SCCM Servers,automatable,,
Estee Lauder,WINTEL DOMAIN,MS Exchange,Powershell,Disk Space Monitoring,automatable,,
University of California San Franc,STORAGE AND BACKUP DOMAIN,Backup,Powershell,All tape drives are up and running,automatable,,
Smith & Nephew,WINTEL DOMAIN,Windows,Powershell,Disk cleanup Script ,automatable,,
Cummins. Inc,PROCESS AND OTHER REPORTING DOMAIN,Hosting Integration,BashShellScript,"RPD Migration(OBIEE .7,.9,12c)",automatable,,
Cummins. Inc,PROCESS AND OTHER REPORTING DOMAIN,Hosting Integration,BashShellScript,OBIEE 12C Webcat Migration,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Storage Configuration Report,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Symmetrix Capacity Report,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Storage,Powershell,SRDF Replication Report,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Clone Configuration Report,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Symmetrix Mapping  Report,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Storage,Powershell,CTASK Check list,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Storage,Powershell,VNX Health Checks,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Storage,Powershell,RDF Lag checking ,automatable,,
Estee Lauder,WINTEL DOMAIN,Desktop Engineering,Powershell,Deleting SCCM Records,automatable,,
Estee Lauder,WINTEL DOMAIN,Desktop Engineering,Powershell,Adding/Redistributing Application/Package,automatable,,
Estee Lauder,WINTEL DOMAIN,Desktop Engineering,Powershell,Reboot Notifier script ,automatable,,
Estee Lauder,UNIX DOMAIN,Linux,Powershell,User Creation,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,Powershell,User Deletion,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Back Up,Powershell,Backup agent installation on Windows Machines.,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Back Up,Powershell,Health Check Report,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Storage,Powershell,Capacity Report,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Back Up,Powershell,Daily Backup Status Report,automatable,,
Estee Lauder,DATABASE DOMAIN,MSSQL,Powershell,Databases Missing a Backup Within Past 30 Hours.,automatable,,
Estee Lauder,DATABASE DOMAIN,DC Ops,Powershell,Disk Space Report,automatable,,
Estee Lauder,DATABASE DOMAIN,Oracle ,Powershell,Weekly Database refresh after storage clone for PDS and RDS training environment.,automatable,,
Estee Lauder,DATABASE DOMAIN,Oracle ,Powershell,Backup reporting from catalog databases across production estate.,automatable,,
Estee Lauder,DATABASE DOMAIN,Oracle ,Powershell,Daily schema refresh from production to replica with alerting mechanism in Team center application.,automatable,,
CONSTELLATION BRANDS INC,WINTEL DOMAIN,Wintel,Powershell,To mail the daily reboot report to the specified mail,automatable,,
Blue Cross & Blue Shield - Rhode Island,PROCESS AND OTHER REPORTING DOMAIN,Change,PHP,Portal of change managemnt and incident management,automatable,,
Blue Cross & Blue Shield - Rhode Island,SD AND DATACENTER DOMAIN,Command-centre,Powershell,script to get the data from service now- SLA,automatable,,
Univision,WINTEL DOMAIN,Dell Kace Patching,"Tools, Optibot, Python & Misc",Dell Kace Patching,automatable,,
Univision,WINTEL DOMAIN,Retrieving complete inventory details from Vmware ,"Tools, Optibot, Python & Misc",Retrieving complete inventory details from Vmware ,automatable,,
Univision,WINTEL DOMAIN,Script to Activate windows,Powershell,Script to Activate windows ,automatable,,
Univision,WINTEL DOMAIN,DR In wintel,"Tools, Optibot, Python & Misc",DR In wintel,automatable,,
Univision,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Health Status check for CISCO Fabric Switches. (Automated),automatable,,
Cooper Tire and Rubber Company,PROCESS AND OTHER REPORTING DOMAIN,Process and other reporting,PHP,Issue tracker portal,automatable,,
Estee Lauder,WINTEL DOMAIN,Desktop Engineering,Powershell,Removing AD Group ,automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,Server Usage Report,automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,Crawl Report,automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,Site Creation,automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,Orphan Checks,automatable,,
Chemtura,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Automation for Validation of Long Running Backups,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,CA-ITPAM,User Deletion,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,CA-ITPAM,User Deletion,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,CA-ITPAM,Group Creation,automatable,,
Estee Lauder,UNIX DOMAIN,Unix,CA-ITPAM,Group Deletion,automatable,,
Clorox,DATABASE DOMAIN,Database,ShellScript,SQL Server Capacity Planning Report,automatable,,
Clorox,NETWORKS DOMAIN,Network Data,"Tools, Optibot, Python & Misc",QoS ACL addition/deletion,automatable,,
Clorox,NETWORKS DOMAIN,Network Data,"Tools, Optibot, Python & Misc",Route addition/deletion,automatable,,
Clorox,NETWORKS DOMAIN,Network Data,"Tools, Optibot, Python & Misc",SNMP string configuration,automatable,,
Clorox,NETWORKS DOMAIN,Network Data,CA-ITPAM,ACL updation/deletion,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,HP iLO configuration,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,CA-ITPAM,VM Snapshot ,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,IIS role installation ,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,CA-ITPAM,Install/upgrade VMTools,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,CA-ITPAM,Extending VM disk ,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,Enable Dotnet framework on windows server,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,Disk quota extension ,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,Clean up the WinSxS Directory,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,Troubleshooting system state Back-up error,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,Nimsoft Agent installation,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,Backup Issue ( VSS ),automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,Flexra Agent installation,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel - AD,Powershell,AD Site Creation / Deletion / Modification,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel - AD,Powershell,User Migration between the Domains,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel - AD,Powershell,OU Creation / Deletion / Modification,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel - AD,Powershell,AD Domain Controller Health Checkup Report,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel - AD,ShellScript,AD Domain Controller Replication Status Report,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel - AD,Powershell,Domain Controller Promotion / Demotion,automatable,,
Pepsi Co,UNIX DOMAIN,AIX,K-ShellScript,SSH to get the status of all network based processes,automatable,,
Clorox,WINTEL DOMAIN,Windows,Powershell,Restart the Robot Agent service,automatable,,
Clorox,TOOLS DOMAIN,Tools,"Tools, Optibot, Python & Misc",Runbook for pushing configuration to list of Network devices,automatable,,
Clorox,TOOLS DOMAIN,Tools,"Tools, Optibot, Python & Misc",Runbook for identifying the nt-services status on list of servers,automatable,,
Clorox,TOOLS DOMAIN,Tools,"Tools, Optibot, Python & Misc",Runbook for identifying the list of servers running SMB V1 and SMB V2,automatable,,
Clorox,TOOLS DOMAIN,Tools,"Tools, Optibot, Python & Misc",Runbook for listing the users of list of oracle databases,automatable,,
Clorox,TOOLS DOMAIN,Tools,"Tools, Optibot, Python & Misc",Nimsoft agent restart for Robot inactive alert,automatable,,
Clorox,TOOLS DOMAIN,Tools,"Tools, Optibot, Python & Misc",Wintel Performance report during Nimsoft agent issue,automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,"Review the scheduled and important Timer Jobs, ensuring they are operational, and executing at the correct time",automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,Check all SharePoint related services in all servers,automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,Examine the Event Log messages for recurring error messages / or for any issues,automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,Check Internet Information Service (IIS) Availability & performance,automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,Perform SharePoint Health Analyzer validation from the SharePoint Central Administration,automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,Check if all web applications and main sites are rendering fine,automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,Check User Profile and Metadata service applications,automatable,,
Estee Lauder,TOOLS DOMAIN,Sharepoint,Powershell,Check drop folder (incoming mail),automatable,,
Church & Dwight,WINTEL DOMAIN,Wintel,Powershell,An email needs to be sent out with the date and time stamp of the Latest from a path on the server,automatable,,
Estee Lauder,PROCESS AND OTHER REPORTING DOMAIN,Process,Powershell,Daily Incident Pending Status,automatable,,
Estee Lauder,PROCESS AND OTHER REPORTING DOMAIN,Process,Powershell,Daily Incident Assigned Status,automatable,,
Estee Lauder,PROCESS AND OTHER REPORTING DOMAIN,Process,Powershell,Daily Incident WIP Status,automatable,,
Estee Lauder,PROCESS AND OTHER REPORTING DOMAIN,Process,Powershell,PIRB,automatable,,
Estee Lauder,DATABASE DOMAIN,Database Oracle,"Tools, Optibot, Python & Misc",Archiving and cleaning database logs/trace files in a timely fashion - (Performs archive cleanup).,automatable,,
Estee Lauder,DATABASE DOMAIN,Database Oracle,"Tools, Optibot, Python & Misc",Monitoring the database and check the availability of the database,automatable,,
Estee Lauder,DATABASE DOMAIN,Database Oracle,"Tools, Optibot, Python & Misc",Monitors the tablespace  using the  predefined  db query,automatable,,
Estee Lauder,DATABASE DOMAIN,Oracle DBA,"Tools, Optibot, Python & Misc",This script is used for database daily health check,automatable,,
Rockwell Automation,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Creating a report of client failure,automatable,,
University of California San Franc,DATABASE DOMAIN,DB-Oracle,Powershell,Inventory Dashbord,automatable,,
Novelis Inc.,WINTEL DOMAIN,Windows,Powershell,Disk Cleanup,automatable,,
Novelis Inc.,NETWORKS DOMAIN,Networks Data,"Tools, Optibot, Python & Misc",IP Management for new request ,automatable,,
Dean Foods,NETWORKS DOMAIN,Network,Powershell,Access Point Up-Down Status,automatable,,
Estee Lauder,PROCESS AND OTHER REPORTING DOMAIN,Procurement,Powershell,New Laptop Mail Request,automatable,,
Estee Lauder,MESSAGING DOMAIN,Exchange,"Tools, Optibot, Python & Misc",Office Automation Portal,automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,Contractor recertification - (Not Bulk),automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,Bulk Contractor Recertification,automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,Bulk Modification(Add Remove of users from AD Group),automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,Bulk Termination - Validation,automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,"Creation, modification & termination of Resource account",automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,"New, modification & deletion of Distribution list",automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,VPN Access & Modify request,automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,Citrix Application Request,automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,Employee & Consultant Change/Modification,automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,Employee & Consultant Creation,automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,Employee & Consultant Termination,automatable,,
Estee Lauder,WINTEL DOMAIN,GAM,Powershell,Email Change,automatable,,
ShopKo Stores Operating Co. LLC,DATABASE DOMAIN,Database,ShellScript,Oracle Monthly Capacity Report,automatable,,
ShopKo Stores Operating Co. LLC,SD AND DATACENTER DOMAIN,Service Desk,Powershell,Daily Agent Aux Report,automatable,,
ShopKo Stores Operating Co. LLC,SD AND DATACENTER DOMAIN,Service Desk,ShellScript,Printer Re-routing ,automatable,,
ShopKo Stores Operating Co. LLC,UNIX DOMAIN,Unix,BashShellScript,Monthly Capacity Review capture to Excel sheet,automatable,,
ShopKo Stores Operating Co. LLC,NETWORKS DOMAIN,Network,ShellScript,This script is used for Assymetric Route Detection,automatable,,
ShopKo Stores Operating Co. LLC,SD AND DATACENTER DOMAIN,Service Desk,ShellScript,Keyrec Deletion,automatable,,
ShopKo Stores Operating Co. LLC,SD AND DATACENTER DOMAIN,Service Desk,ShellScript,Wireless Register Troubleshooting ,automatable,,
ShopKo Stores Operating Co. LLC,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",Access control list validation tool on Cisco routers,automatable,,
ShopKo Stores Operating Co. LLC,NETWORKS DOMAIN,Network,PHP,BB Tracker automation,automatable,,
ShopKo Stores Operating Co. LLC,SD AND DATACENTER DOMAIN,Service Desk,Powershell,Outlook Issues (Profile Add/ Remove) ,automatable,,
ShopKo Stores Operating Co. LLC,UNIX DOMAIN,Unix,BashShellScript,Backup VIO Servers weekly to NIM server.,automatable,,
ShopKo Stores Operating Co. LLC,NETWORKS DOMAIN,Network Data,"Tools, Optibot, Python & Misc",This script is for IOS update,automatable,,
ShopKo Stores Operating Co. LLC,UNIX DOMAIN,Unix,ShellScript,Script to capture the files/directories that are created very recently when the filesystem is alerted for threshold level.,automatable,,
ShopKo Stores Operating Co. LLC,NETWORKS DOMAIN,Network,Powershell,This script is for Device uptime (router / switch),automatable,,
ShopKo Stores Operating Co. LLC,UNIX DOMAIN,AIX,K-ShellScript,Script that uses SSH to add or remove logical volumes,automatable,,
ShopKo Stores Operating Co. LLC,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",This script is for Network Device EOS/EOL tracking,automatable,,
ShopKo Stores Operating Co. LLC,NETWORKS DOMAIN,Network Data,"Tools, Optibot, Python & Misc",This script is for switch unused port/interface mapping,automatable,,
ShopKo Stores Operating Co. LLC,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",Adding a DNS host record in DNS servers,automatable,,
ShopKo Stores Operating Co. LLC,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",Get Cisco switch port status/availability based on connected,automatable,,
ShopKo Stores Operating Co. LLC,WINTEL DOMAIN,Windows,PHP,Password Reset,automatable,,
Chemtura,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Weekly Billing Report,automatable,,
Dean Foods,TOOLS DOMAIN,MS SQL Server,Powershell,Daily Backup Report,automatable,,
Dean Foods,TOOLS DOMAIN,DC Opps,Powershell,Priority ticket Report,automatable,,
Dr Pepper Snapple Group,WINTEL DOMAIN,Active Directory,Powershell,Monitoring Script – RP7,automatable,,
Dr Pepper Snapple Group,WINTEL DOMAIN,Active Directory,Powershell,Monitoring Script – PS7,automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc",Removing Lock file for EDW EODS,automatable,,
Staples,DATABASE DOMAIN,Oracle ,"Tools, Optibot, Python & Misc",DB Refresh ,automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc","Reorg and Runstats for FDM, NASO , DLVRY10 schema tables",automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc",Reorg for EDW SLA tables during weekdays,automatable,,
Staples,DATABASE DOMAIN,DB2 DBA,"Tools, Optibot, Python & Misc","Running Runstats on SLA, NSLA missed tables",automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc",Re-initiate reorg and runstats automation on Staple Advantage,automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc",Database Health check on RTMS  and ECH,automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc","Adding Partitions on RTMS,EDW Automation ",automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc",Forcing USER Queries on EDW  to avoid SLA,automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc",Automated LWHM Script ,automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc",Automated the DB jobs in TIDAL for Staples advantage.,automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc",Automated the script to identify the list of Non-Existing users in EDW for users clean as per the requirement from client,automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc",DBSpaces script on all the informix servers to avoid DBspaces full ,automatable,,
Staples,DATABASE DOMAIN,DB2 ,"Tools, Optibot, Python & Misc",File system Alert and set the threshold to 80% on the DB2 Servers,automatable,,
Staples,DATABASE DOMAIN,MSSQL,"Tools, Optibot, Python & Misc",Managing Index by automate the reindex and reorg job activity,automatable,,
Staples,DATABASE DOMAIN,MSSQL,"Tools, Optibot, Python & Misc",Cleanup backups,automatable,,
Staples,DATABASE DOMAIN,MSSQL,"Tools, Optibot, Python & Misc",Backup verification report,automatable,,
Staples,DATABASE DOMAIN,MSSQL,"Tools, Optibot, Python & Misc",Databases Mirroring Report,automatable,,
Staples,DATABASE DOMAIN,MSSQL,"Tools, Optibot, Python & Misc",Disable job report,automatable,,
Staples,DATABASE DOMAIN,MSSQL,"Tools, Optibot, Python & Misc",Logshipping Report,automatable,,
Staples,DATABASE DOMAIN,SQL,"Tools, Optibot, Python & Misc",Backup Report,automatable,,
Staples,DATABASE DOMAIN,Oracle ,"Tools, Optibot, Python & Misc",Value Add ,automatable,,
Staples,DATABASE DOMAIN,Oracle ,"Tools, Optibot, Python & Misc",Value Add ,automatable,,
Staples,DATABASE DOMAIN,Oracle ,"Tools, Optibot, Python & Misc","Password file rotation for standby databases: For all standby databases, there is need to copy password file to standby server. This script does this rotation automatically.",automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc","RMAN backup auto-trigger at threshold: At every threshold breach for archive filesystem, we need to login to server and run backup manually and monitor until completion. With this automation, rman backup is triggered automatically from OEM and email sent at initiation and completion.",automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc","Auto kill any blocking sessions over 5 mins in Staples Preferred: Staples Preferred is sensitive application to business and any job that blocks other session can cause website hang issues. This action was taken as permanent solution after a P1 outage occurred, to kill any blocking session held for more than 5 mins and prevent further outages.",automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc","Identify and reporting of  long held locks in WMOS : Though not blocking, but long held locks used to cause application session unresponsive. For over a long period of time, many swat calls were opened and sessions killed after identifying them. I created a script to send alert to application team and DBA for any long held locks. This prevents situation to get worse and identify issues before they escalate.",automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc",dbsnmp password rotation scripts: dbsnmp account is used for DB monitoring via OEM. There was no process in place earlier. I created scripts to perform rotation in Database as well as update it in OEM.,automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc","OEM reports for unavailable targets: Earlier, we used to get alert&#40;which is one time generated&#41; for any target when it goes down. But there were cases when those alerts were not handled. This repetitive report identifies any such unhandled scenarios",automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc","SYSAUX growth report & purge logic for trail: With the introduction of standard audit policy, there was need for continuously monitor SYSAUX tablespace and its growth. I created and scheduled a script to report such trend and verify whether the purge logic is working as expected.",automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc",PSU patching automation: There is quarterly PSU patching performed on all production and non-production databases. I created a script that can be run from a central server to patch unused oracle home before downtime.,automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc","Manual refresh procedure for RAC database: For RAC database setups, where there is firewall enabled between non-prod and prod, we cannot use standard duplicate command for refresh. I created a standard process to follow for all such refreshes. This activity earlier used to take unncessary extra hours causing much delay in deliverables.",automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc","audit package deployed and users created for all databases: In order to be complaint to quarterly SOX audits, we implemented an audit policy across all databases to maintain audit trail and purge it after a certain retention. Also individual DBA accounts were created, so that DBA activity can be audited as well.",automatable,,
Staples,DATABASE DOMAIN,Oracle ,"Tools, Optibot, Python & Misc","Weekly Audit scripts: In order to be complaint to quarterly SOX audits, I created and scheudled scripts to report any complaince breach and take corrective actions before auditors catch this.",automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc",Storage requirement report: This was  an initiative for capacity planning. There was no system in place to report storage requirement for FS extension based on historical database growth trends. Created this report which will take into account past 6 months database growth and estimate whether more space is needed to provision. ,automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc","GG shutdown/startup scripts for GDW backup: During weekly Teradata Dev and Prod, there was a need to stop all replication in place. To do this activity, created a script that could stop/start all replicates, disable/enable monitoring and record a history of such actions.",automatable,,
Staples,WINTEL DOMAIN,Active Directory,"Tools, Optibot, Python & Misc","Unified auditing identification and disable. Stopped SYSAUX growth and new storage needs: In 12c, there is unified auditing is enabled by default and cause SYSAUX tables to grow fast.As staples moved towards 12c version of databases, this went unnoticed and we added GBs of space to tablespace. This was identified and fixed for Top usage databases.",automatable,,
Smith & Nephew,WINTEL DOMAIN,VM,Powershell,Need to identify the services/applications consuming of CPU and Memory,automatable,,
Cooper Tire and Rubber Company,SD AND DATACENTER DOMAIN,ICC,"Tools, Optibot, Python & Misc",Fetching hostname from IPAddress,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",Cleanup Invalid Desktop Shortcuts,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Service Desk,"Tools, Optibot, Python & Misc",Clear DNS Cache,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Tool,"Tools, Optibot, Python & Misc",Clear Firefox History,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Service Desk,"Tools, Optibot, Python & Misc",Clear Internet Explorer History,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Service Desk,"Tools, Optibot, Python & Misc",Clear Internet Explorer URL Drop-down List,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Tool,"Tools, Optibot, Python & Misc",Delete Cookies Stored by Firefox,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Tool,"Tools, Optibot, Python & Misc",Delete Cookies Stored by Internet Explorer,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Service Desk,"Tools, Optibot, Python & Misc",Empty Recycle Bin,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Service Desk,"Tools, Optibot, Python & Misc",Erase Recently Used Document List,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Tool,"Tools, Optibot, Python & Misc",Remove Temporary Files From User Context,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",Firefox Bookmarks,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",Firefox Setting,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Service Desk,"Tools, Optibot, Python & Misc",Clear Google Chrome History,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",System Information - General ,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Back Up,PHP,BackUp Dashboard,automatable,,
University of California San Franc,WINTEL DOMAIN,Wintel,Powershell,Restart SCOM Health Monitor Service,automatable,,
NXP Semiconductors,EUC,Desktop Engineering,Powershell,Data Formulation in excel,automatable,,
Crawford,WINTEL DOMAIN,Windows,Powershell,Landesk Installation & uninstallation report,automatable,,
Micron Technology Inc.,WINTEL DOMAIN,Windows,Powershell,Security Patches Check on weekly basis,automatable,,
Merck & Co. Inc,STORAGE AND BACKUP DOMAIN,Windows-L1/ GSD Supp,Powershell,POD Completion Status for deleting snapshots,automatable,,
Merck & Co. Inc,STORAGE AND BACKUP DOMAIN,Backup & Storage,Powershell,Failure servers mapping with application ,automatable,,
Merck & Co. Inc,STORAGE AND BACKUP DOMAIN,Backup & Storage,Powershell,DHC Backup Report Automation,automatable,,
Merck & Co. Inc,STORAGE AND BACKUP DOMAIN,Backup & Storage,Powershell,TSM failure servers analysis ,automatable,,
Merck & Co. Inc,STORAGE AND BACKUP DOMAIN,Backup & Storage,Powershell,Chronic Failure Categorization,automatable,,
Merck & Co. Inc,STORAGE AND BACKUP DOMAIN,Backup & Storage,"Tools, Optibot, Python & Misc",Adding domain user/group in a server's local administrator's group.,automatable,,
Merck & Co. Inc,UNIX DOMAIN,Linux,ShellScript,Physical to Virtual Migration ,automatable,,
Merck & Co. Inc,UNIX DOMAIN,Linux,ShellScript,Virtual to Virtual migration,automatable,,
Merck & Co. Inc,UNIX DOMAIN,Linux,ShellScript,ILO & Firmware upgrade for physical servers,automatable,,
Merck & Co. Inc,UNIX DOMAIN,Linux,ShellScript,FS Expansion on Unix/Linux servers - Work Order,automatable,,
Merck & Co. Inc,DATABASE DOMAIN,DB,ShellScript,SAN Migration,automatable,,
Merck & Co. Inc,WINTEL DOMAIN,Windows,ShellScript,Server Decommission,automatable,,
Merck & Co. Inc,STORAGE AND BACKUP DOMAIN,Backup & Storage,Powershell,Reregistering VSS and dependent component ,automatable,,
Merck & Co. Inc,DATABASE DOMAIN,Oracle ,Powershell,Database Refresh,automatable,,
Merck & Co. Inc,DATABASE DOMAIN,Oracle ,Powershell,Identification / remediation of OEM agent failures,automatable,,
Merck & Co. Inc,DATABASE DOMAIN,SQL,Powershell,Create Database,automatable,,
Merck & Co. Inc,DATABASE DOMAIN,Oracle ,Powershell,Database RMAN Refresh(Cloning Database),automatable,,
Merck & Co. Inc,DATABASE DOMAIN,DB,Powershell,Database upgrade,automatable,,
Merck & Co. Inc,DATABASE DOMAIN,Oracle ,Powershell,Database Patch Management,automatable,,
Merck & Co. Inc,DATABASE DOMAIN,Oracle ,Powershell,Oracle user management,automatable,,
Merck & Co. Inc,DATABASE DOMAIN,Oracle ,Powershell,Table space automation,automatable,,
Merck & Co. Inc,DATABASE DOMAIN,Oracle ,Powershell,Schema refresh,automatable,,
