PROJ_NAME,TRACK GROUP,TRACK,DOMAIN,TASK,category,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,Problem record for CPU Issues,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,Problem record for Disk Issues,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,Problem record for Page file Issues,automatable,,
Energy Future Holdings,WINTEL DOMAIN,SAP Basis,"Tools, Optibot, Python & Misc",Prod start/stop,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,Reboot,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Vmware,"Tools, Optibot, Python & Misc",Reclaim the storage in ESX level,automatable,,
Energy Future Holdings,MESSAGING DOMAIN,Messaging,MicrosoftSCORCH,Remove/change secondary email address,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,Reset Local admin password for servers in DMZ,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,Script to check Local users and Local admins on the servers,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,Script would identify deployed Windows OS service packs,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,Server reboot in order,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,server uptime script  for list of servers,automatable,,
Energy Future Holdings,SD AND DATACENTER DOMAIN,RDS,MicrosoftSCORCH,Service Restart,automatable,,
Energy Future Holdings,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Setting up startup & end notifications scripts,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,Share folder creation,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,Symantec AV Version Check,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Citrix,"Tools, Optibot, Python & Misc",To check the Appsense conf file in all Xenapp Servers,automatable,,
Energy Future Holdings,WINTEL DOMAIN,Wintel,MicrosoftSCORCH,To create a local user account and provide admin privelage,automatable,,
Energy Future Holdings,WINTEL DOMAIN,AD,"Tools, Optibot, Python & Misc",User Objects Cleanup ,automatable,,
Energy Future Holdings,NETWORKS DOMAIN,Network Data,BashShellScript,Push similar configuration on multiple devices at same time,automatable,,
Estee Lauder,UNIX DOMAIN,Linux,ShellScript,Create print queue,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",Paper site survey using Cisco Prime,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,Powershell,Creating new DHCP scopes,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,Powershell,New DNS record creation,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",Update the inventory,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",Adding the devices in tools for monitoring,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,PHP,Preparing Eplan for WAN upgrade,automatable,,
Estee Lauder,UNIX DOMAIN,Linux,ShellScript,Enable Printer,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,PHP,Preparing Eplan for site build,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,Powershell,Preparing Eplan for WLAN deployment,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,Powershell,Taking backup of the device for any power maintenance / reboot,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",Ciscoprime Controller '10.33.237.10'. All anchors of WLAN 'WI-GUEST' are down.,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,Powershell,IP address assignment,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",WAN availability report - weekly,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",LAN availablility report - weekly,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",Network Health report - weekly,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,"Tools, Optibot, Python & Misc",Wireless faliure report - monthly,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,SD,CA-ITPAM,Lockout Issue,automatable,,
Estee Lauder,WINTEL DOMAIN,Windows,CA-ITPAM,Password Reset,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",Software Installation / Update,automatable,,
Estee Lauder,TOOLS DOMAIN,Lync,Powershell,Server health check,automatable,,
Estee Lauder,TOOLS DOMAIN,Lync,Powershell,Sign-in issue,automatable,,
Estee Lauder,TOOLS DOMAIN,Lync,Powershell,Common area phone config,automatable,,
Estee Lauder,TOOLS DOMAIN,Lync,Powershell,Response group creation,automatable,,
Estee Lauder,TOOLS DOMAIN,Lync,Powershell,Service report,automatable,,
Estee Lauder,TOOLS DOMAIN,Lync,Powershell,Certificate renewal,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Daily backup report generation,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Backup status reports ,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Data Domain Health Check,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Perform Daily Backup and System Monitoring,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Backup,Powershell,Event reports,automatable,,
Estee Lauder,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Host Report,automatable,,
Estee Lauder,DATABASE DOMAIN,Oracle ,Powershell,DB Patching,automatable,,
Estee Lauder,UNIX DOMAIN,Unix,CA-ITPAM,User Account Removal,automatable,,
Estee Lauder,DATABASE DOMAIN,Oracle ,BashShellScript,DB Refresh,automatable,,
Estee Lauder,DATABASE DOMAIN,Oracle ,BashShellScript,Oracle Software Installation,automatable,,
Estee Lauder,DATABASE DOMAIN,Oracle ,ShellScript,Setting Database Environment Variables - updates the  default env var,automatable,,
Estee Lauder,DATABASE DOMAIN,Oracle ,ShellScript,Database - monitors Database using the predefined db query,automatable,,
Estee Lauder,DATABASE DOMAIN,Oracle ,CA-ITPAM,Tablespace  - monitors tablespace using the predefined db query,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Firewall - Rule base addition,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Firewall - Rule base deletion,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Firewall - Rule base amendment,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Firewall - Port addition,automatable,,
Estee Lauder,UNIX DOMAIN,Unix,CA-ITPAM, User creation on Unix server,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Firewall - User name deletion,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Firewall - Version upgrade ,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",VPN - Authentication issue,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",VPN - User addition,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",VPN device - version upgrade ,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Security - devices not reporting to Poll server,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,CA-ITPAM,High CPU utilization,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Folder missing,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Folder creation,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Folder access,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",SFTP user addition ,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",SFTP access for users,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Servers not reporting to Qradar,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Gold group addition,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",website exception,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",QOS policy creation,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",User addition,automatable,,
Estee Lauder,UNIX DOMAIN,Linux,CA-ITPAM,user Creation,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",SOX audit report,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Url White list,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Group enrollment issues,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,ShellScript,Disable Printer,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,ShellScript,Remove Printer,automatable,,
Estee Lauder,WINTEL DOMAIN,Windows,CA-ITPAM,Password reset,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,CA-ITPAM,Group Creation,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,CA-ITPAM,LVM File system creation,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,CA-ITPAM,File System Deletion,automatable,,
Estee Lauder,UNIX DOMAIN,Linux,ShellScript,Add Group,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,ShellScript,collect  system config - Pre reboot,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,ShellScript,collect system config  Post reboot,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,ShellScript,Check printer  queue size,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",user deletion,automatable,,
Estee Lauder,UNIX DOMAIN,Unix,ShellScript,Printer creation,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,ShellScript,Add Printer,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,CA-ITPAM,Delete Group,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,Powershell,Preparing Eplan for LAN switch deployment,automatable,,
Estee Lauder,SD AND DATACENTER DOMAIN,Security,"Tools, Optibot, Python & Misc",Firewall - User name creation,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,ShellScript,Modify Group,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,ShellScript,Delete Print Queue,automatable,,
Estee Lauder,UNIX DOMAIN,Linux / Unix,ShellScript,Delete Print Queue,automatable,,
Estee Lauder,TOOLS DOMAIN,DE,"Tools, Optibot, Python & Misc",Creating and  Capturing Image,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,CA-ITPAM,Disk space utlization monitoring,automatable,,
Estee Lauder,TOOLS DOMAIN,DE,"Tools, Optibot, Python & Misc",SCCM Services monitoring,automatable,,
Estee Lauder,TOOLS DOMAIN,DE,"Tools, Optibot, Python & Misc",SQL Jobs Monitoring in sccm server,automatable,,
Estee Lauder,TOOLS DOMAIN,DE,"Tools, Optibot, Python & Misc",SCCM server montly reboot (Automation),automatable,,
Estee Lauder,TOOLS DOMAIN,DE,"Tools, Optibot, Python & Misc",Daily Maintenance Activity,automatable,,
Estee Lauder,TOOLS DOMAIN,DE,"Tools, Optibot, Python & Misc",Weekly Maintenance Activity,automatable,,
Estee Lauder,TOOLS DOMAIN,DE,"Tools, Optibot, Python & Misc",Monthly Maintenance Activity,automatable,,
Estee Lauder,NETWORKS DOMAIN,Network,Powershell,DHCP scope validation for cutover,automatable,,
Estee Lauder,TOOLS DOMAIN,DE,"Tools, Optibot, Python & Misc",Monitoring Pre-Pilot/Pilot/Production/VIP/VVIP Compliance issues,automatable,,
Estee Lauder,WINTEL DOMAIN,Windows,CA-ITPAM,Password Reset,automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,CA-ITPAM,To create/delete/disable a local user account (can be done by providing GPO to the Admin for Deleting Admin Account),automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,Server Login Scripts implementation (GPO Configuration),automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,Disk & File Systems Cleanups (Only for OS Drive),automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,CA-ITPAM,"Windows Services Management - Start, Stop (Check Service Script)",automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,Monitoring IIS Services (check IIS service and send mail when IIS down) (Check Service Script),automatable,,
Estee Lauder,WINTEL DOMAIN,Wintel,Powershell,Manual installation of patches in case it failed through WSUS or any other automated tool,automatable,,
Estee Lauder,TOOLS DOMAIN,Lync,Powershell,Server Health Check,automatable,,
Estee Lauder,MAINFRAME DOMAIN,Batch Scheduling & tool Administration,Powershell,Control-M Agent file system periodic clean up,automatable,,
Estee Lauder,MAINFRAME DOMAIN,Batch Scheduling & tool Administration,Powershell,Batch job status reports,automatable,,
Estee Lauder,MAINFRAME DOMAIN,Batch Scheduling & tool Administration,Powershell,Batch Jobs email notification,automatable,,
Estee Lauder,MAINFRAME DOMAIN,Batch Scheduling & tool Administration,Powershell,Batch Job failure Incidents creation,automatable,,
Estee Lauder,MAINFRAME DOMAIN,Batch Scheduling & tool Administration,Powershell,Control-M Master components Clean up,automatable,,
Estee Lauder,MAINFRAME DOMAIN,Batch Scheduling & tool Administration,Powershell,Control-M User configuration,automatable,,
Estee Lauder,MAINFRAME DOMAIN,Batch Scheduling & tool Administration,Powershell,Quarterly Audit,automatable,,
Exxon Mobil Inc,TOOLS DOMAIN,Application Packaging,Powershell,Multiple Command Line Generation for multiple collections for Terminal Server Deployment in a single click.,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,Disk & File Systems Cleanups,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,"Windows Services Management - Start, Stop",automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows DC,Powershell,Server Prformance Chart - generate and export,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Wintel,Powershell,Ensure antivirus definitions are up to date on all servers,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows,Powershell,Server decommission,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows DC,Powershell,Server shutdown upon issue/request,automatable,,
Exxon Mobil Inc,UNIX DOMAIN,Unix,ShellScript,Patching HP-UX machines using tools,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Backup Server installation - CommVault,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc","Manage storage pools, policies, schedule",automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Monitor storage pool,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",All services are up on master server and no issue with any of services / daemons,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",All media servers are up and running,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Status of devices,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Check the space of availability on master and media servers,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",All clients backup / duplicate / restore failures from last 24 hours,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Check for incoming and outgoing tapes for that particular day,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc",Backup status/success/failure reports ,automatable,,
Exxon Mobil Inc,STORAGE AND BACKUP DOMAIN,Backup,"Tools, Optibot, Python & Misc","Backup server, Media Server , Tape library availability",automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows DC,Powershell,Clearing OMSA Logs,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows DC,Powershell,Checking permission on source and destination - Some times if permission not replicated to destination then manual troubleshooting needs to be done,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows DC,Powershell,Replicate the source permission to destination with file folder permission as well time stamp of current file ,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows DC,Powershell,Compare files from source to destination with permission ,automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Active Directory,Powershell,"Required script to validate users in Active directory if exist - then fetch the detail of current home drive path and compare with current source for which we are performing migration, if No then rename folder on current source with .old ext",automatable,,
Exxon Mobil Inc,WINTEL DOMAIN,Windows DC,Powershell,Script requried to check security group on shared folders / Also need to get detail of owner for these security group from AD or which tool currently AA team using,automatable,,
FedEx,NETWORKS DOMAIN,Voice,Powershell,Opening ticket with Vendor/Vendor follow up,automatable,,
FedEx,NETWORKS DOMAIN,Voice,Powershell,Weekly report creation/Monthly SLA report creation/Weekly report presentation/Monthly Report DEI and Ops Hi5/Monthly report Stack ranking,automatable,,
FedEx,NETWORKS DOMAIN,Voice,Powershell,Health Check,automatable,,
FedEx,NETWORKS DOMAIN,Voice,Powershell,Weekly Report Presentation/Monthly report creation/Weekly report,automatable,,
FedEx,TOOLS DOMAIN,Tools,Powershell,Freight LPAR & Workload reports,automatable,,
FedEx,TOOLS DOMAIN,Tools,Powershell,Lync Account provisioning,automatable,,
FedEx,TOOLS DOMAIN,Tools,Powershell,Exchange User Mailbox Provisioning,automatable,,
FedEx,MESSAGING DOMAIN,Messaging,Powershell,Exchange Group Mailbox Access and ownership transfer,automatable,,
FedEx,MESSAGING DOMAIN,Messaging,Powershell,Exchange Out of Office Setup,automatable,,
FedEx,MESSAGING DOMAIN,Messaging,Powershell,iPlanet Out of Office setup,automatable,,
FedEx,MESSAGING DOMAIN,Messaging,Powershell,iPlanet Quota Increase,automatable,,
FedEx,MESSAGING DOMAIN,Messaging,Powershell,iPlanet to Exchange Migration Request,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,EMS Instance Upgrade,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,(PROD): File System Full,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,   PROD-   : Not Receiving Agent Messages,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,  (EMS _RACI) : Install EMS Instance in all approved platforms,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,Queue Purge request,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,   Compact and Rotate Log,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,Topic Purge Request,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,PROD-   : Delete Durable,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,EMS new patch implementation,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,EMS: trace trigger on instance,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,EMS: Instance down/Bounce,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,EMS: MCD Alert handling,automatable,,
FedEx,WINTEL DOMAIN,Active Directory,ShellScript,Spotfire analysis for application teams,automatable,,
FedEx,MIDDLEWARE,Middleware,ShellScript,Patching on JMS server,automatable,,
FedEx,DATABASE DOMAIN,DB,ShellScript,Cleanup Task,automatable,,
FedEx,DATABASE DOMAIN,DB,Powershell,SQL Server Installation,automatable,,
FedEx,DATABASE DOMAIN,DB,Powershell,SQL Server Configuration / HA & DR,automatable,,
FedEx,DATABASE DOMAIN,SQL DBA,Powershell,Application/Tools installation,automatable,,
FedEx,DATABASE DOMAIN,DB,Powershell,Monitoring (All DB track),automatable,,
FedEx,DATABASE DOMAIN,DB,Powershell,Other Admin tasks /Index Maintenance,automatable,,
FedEx,DATABASE DOMAIN,DB,ShellScript,Adhoc Backup Request,automatable,,
FedEx,DATABASE DOMAIN,DB,Powershell,"Backup (Cold, Hot, Export/Datapump(EXPDP), Flashback, RMAN)",automatable,,
FedEx,DATABASE DOMAIN,DB,ShellScript,New Build/Oracle Installation,automatable,,
FedEx,DATABASE DOMAIN,DB,ShellScript,Jobs management,automatable,,
FedEx,DATABASE DOMAIN,DB,BashShellScript,listener log purge ,automatable,,
FedEx,DATABASE DOMAIN,DB,ShellScript,Mount point Full -Threshold crossed (/opt/oracle),automatable,,
FedEx,DATABASE DOMAIN,DB,Powershell,T LOG  Full,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell,Decommission NBU Clients,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell,Backup server security (user access/compliance),automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell,Netbackup Access Validation,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell,SLA report,automatable,,
FedEx,WINTEL DOMAIN,Wintel,"Tools, Optibot, Python & Misc",Server Build,automatable,,
FedEx,NETWORKS DOMAIN,SSB,ShellScript,Server Decomm,automatable,,
FedEx,NETWORKS DOMAIN,SSB,ShellScript,Isight Registration,automatable,,
FedEx,NETWORKS DOMAIN,SSB,"Tools, Optibot, Python & Misc",Tripwire,automatable,,
FedEx,DATABASE DOMAIN,Mobility,"Tools, Optibot, Python & Misc",Reporting,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell, VPLEX-VMAX/3PAR/XIO Expansion,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell, VMAX/3PAR/XIO/VMAX-3/VNX Block New Design,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell, VMAX/3PAR/XIO/VMAX-3/VNX Block Re-Design,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell, VMAX/3PAR/XIO/VMAX-3/VNX Block Expansion,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell,Port Channel Expansion,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell,Zoning,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell, Isilon/VNX File New Design,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell, Isilon/VNX File -Adding/Remove clients,automatable,,
FedEx,NETWORKS DOMAIN,SSB,Powershell, Isilon/VNX File Expansion,automatable,,
Ford Motor Co,MESSAGING DOMAIN,IPT,K-ShellScript,Generate and share UC03 CDR report to voice planners,automatable,,
Ford Motor Co,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",Resolved Incidents TRT_FCR_FTR,automatable,,
Ford Motor Co,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",CSAT Report,automatable,,
Ford Motor Co,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",Submitted Completed Tasks,automatable,,
Ford Motor Co,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",Open Incidents - Daily,automatable,,
Ford Motor Co,STORAGE AND BACKUP DOMAIN,TSM Backup,"Tools, Optibot, Python & Misc",Automation of request tickets,automatable,,
Ford Motor Co,STORAGE AND BACKUP DOMAIN,TSM Backup,"Tools, Optibot, Python & Misc",Automated TDPO backup alerts,automatable,,
Ford Motor Co,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",ITSD Open reqeust categorised teamwise,automatable,,
Ford Motor Co,SD AND DATACENTER DOMAIN,SD,"Tools, Optibot, Python & Misc",Software self install,automatable,,
Ford Motor Co,STORAGE AND BACKUP DOMAIN,TSM Backup,"Tools, Optibot, Python & Misc",Automation of decommission request tickets,automatable,,
Ford Motor Co,STORAGE AND BACKUP DOMAIN,SAN,"Tools, Optibot, Python & Misc",Monthly DR coordination(No Tickets in place. Only webx invite sent to team),automatable,,
Ford Motor Co,STORAGE AND BACKUP DOMAIN,SAN,"Tools, Optibot, Python & Misc",Cisco switches daily backups alerts monitoring (40 minutes * 3 shifts),automatable,,
Ford Motor Co,STORAGE AND BACKUP DOMAIN,SAN,"Tools, Optibot, Python & Misc",TPC Probe monitoring & restart( 30 *3 Shifts) ,automatable,,
Ford Motor Co,MESSAGING DOMAIN,MF,"Tools, Optibot, Python & Misc",SM Jobs Success/Abend reports preparation and troubleshoot and rerun the jobs (20 jobs per facility per day * 12 facilities). Not coming under ticketed job,automatable,,
Ford Motor Co,MESSAGING DOMAIN,MF,"Tools, Optibot, Python & Misc",Spares Availability Check (per site 5 minutes spent daily * 12 sites per week),automatable,,
Ford Motor Co,MESSAGING DOMAIN,MF,"Tools, Optibot, Python & Misc",Storage Pool Monitoring (Non Automated Pools only)- manual efforts on 12 facilities,automatable,,
Ford Motor Co,WINTEL DOMAIN,Windows-L1,"Tools, Optibot, Python & Misc",Shadow session- Manual sessions- 350 tickets monthly with 4 hours avg time spent,automatable,,
Ford Motor Co,WINTEL DOMAIN,Windows-L1,"Tools, Optibot, Python & Misc",Shadow session- Automated sessions- 500 tickets monthly with 20 minutes spent,automatable,,
Ford Motor Co,WINTEL DOMAIN,Windows-L1/ GSD Supp,"Tools, Optibot, Python & Misc",Share Drive,automatable,,
Ford Motor Co,MESSAGING DOMAIN,MF,"Tools, Optibot, Python & Misc",Mainframe Service FORM Redesign,automatable,,
FOX-II,DATABASE DOMAIN,Oracle DBA,BashShellScript,FIC databases refresh,automatable,,
FOX-II,DATABASE DOMAIN,Oracle DBA,BashShellScript,Check Listener registeration with the IPC for all the databases,automatable,,
FOX-II,WINTEL DOMAIN,Windows,Powershell,C-drive disk cleanup,automatable,,
FOX-II,WINTEL DOMAIN,Windows,Powershell,Windows service Auto start,automatable,,
FOX-II,WINTEL DOMAIN,Windows,Powershell,Hardware inventory/Software inventory Live reporting,automatable,,
FOX-II,WINTEL DOMAIN,Windows,Powershell,preparing Script to auto-repair SCCM broken clients for both workstation and servers.,automatable,,
FOX-II,WINTEL DOMAIN,Windows,Powershell,Design a mechanism in SCCM to execute SOP based task on Multiple servers,automatable,,
FOX-II,TOOLS DOMAIN,Sharepoint,Powershell,"Powershell script for providing Office 365 CRM Online license, adding users in cloud group and add the user entry in CRM Online license SharePoint List.",automatable,,
FOX-II,TOOLS DOMAIN,Sharepoint,Powershell,PowerShell script for One Drive content of leaver employee,automatable,,
FOX-II,DATABASE DOMAIN,MSSQL,ShellScript,Auto Start of SQL Agent,automatable,,
FOX-II,DATABASE DOMAIN,MSSQL,ShellScript,Auto Standardize SQL Configurations,automatable,,
FOX-II,DATABASE DOMAIN,MSSQL,ShellScript,Policy Compliance,automatable,,
FOX-II,DATABASE DOMAIN,MSSQL,ShellScript,LogShipping Status,automatable,,
FOX-II,STORAGE AND BACKUP DOMAIN,Storage,ShellScript,Replication Status,automatable,,
FOX-II,DATABASE DOMAIN,Skype,ShellScript,Backup Status,automatable,,
FOX-II,MESSAGING DOMAIN,Messaging,Powershell,Resource Mailbox access,automatable,,
FOX-II,MESSAGING DOMAIN,Messaging,Powershell,User mailbox access,automatable,,
FOX-II,MESSAGING DOMAIN,Messaging,Powershell,Send As access,automatable,,
